Marca temporal,ID Único,Edad:,Género:,Nivel socioeconómico:,Grado de estudios:,Actualmente te encuentras:,Si actualmente trabajas. ¿En qué área trabajas?,Estado de origen:,Municipio de origen:,"1. Describa, ¿en qué situaciones últimamente ha sentido alegría?","2. Especifique, ¿en qué situaciones últimamente ha sentido ganas de llorar?","3. En las últimas dos semanas, ¿en qué momentos se ha sentido cansado?","4. ¿En qué situaciones de su día a día, puede identificar que se ha sentido preocupado?","5. Cuando la preocupación se hace presente en su vida, ¿cuáles son las sensaciones corporales que experimenta?","6. Si su escritor favorito le pidiera que le ayude a buscar el significado de la felicidad, ¿cuál sería la idea que usted escribiría?","7. Cuando tiene una elección importante que hacer, mencione ¿cuáles serían los pasos que seguiría para llegar a tomar una decisión?","8. Cuando sucede algo inesperado en su vida, por ejemplo: llegar tarde al trabajo, el automóvil se descompuso, se quedó sin batería el celular, olvidar las llaves, etc., describa ¿cómo reacciona ante estas situaciones?",9. Describa ¿En qué situaciones de su vida considera que se siente estresado o molesto?,"10. Por favor, describa brevemente ¿qué hace cuando tiene que enfrentar una situación difícil?"
5/16/2024 8:38:22,JC7G5EHG,19,Femenino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Cuautlancingo,"Cuando pasó tiempo con mi familia, cuando entrego todas mis tareas y tengo tiempo para mi ",Cuando me estreso mucho,"He tenido varias actividades fuera de casa, así que andar fuera es cansado ",Cuando me faltan pendientes por hacer y se acerca la fecha ,"Dolor de cabeza, dolor de cuello y algunas veces me pongo nerviosa ",Paz mental,"Pensar bien y tranquilamente, ver que consecuencias me va a traer y a quien voy a afectar",Al principio me sentiría frustrada pero pensaría que hacer rápido y hacerlo con calma ,"Cuando reprobe por primera vez, me sentí molesta conmigo misma ","Tratar de no estar nerviosa y tener la mente clara y no sobre pensar, algunas veces pedir ayuda o un consejo"
5/16/2024 8:46:06,91VK19HH,20,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Oaxaca,Huajuapan de León,Estando con mis amigos,En la noche cuando siento desesperado por no lograr resultados,Después de regresar de la escuela,Cuando hace falta el dinero,"Tensión en el cuerpo, necesidad de mover la pierna",La felicidad es la capacidad de apreciar las cosas en nuestra vida,"Buscar más opciones, comparar las opciones y reflexionar sobre la opción que elegí ","Suele importarme poco, no pasa de una frustración fugaz ",Cuando llevo mucho tiempo intentando algo y aún no obtengo el resultado que quiero,Uno de mis malos hábitos es evitar la situación
5/16/2024 9:12:26,KCXYQUUD,18,Femenino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,Cuando salgo con mis amigos o hablamos despues de un lago tiempo,"Viendo distintas series en donde el personaje muere o le ocurren tragedias, cuando recuerdo a personas que realmente me agradaban pero con las que ya no mantengo contacto","Despues de realizar una larga lista de tareas, institucionales y personales.",Cuando requiero realizar una tarea que no he realizado o en momentos de examenes,Cansancio y con un sentimiento de culpa,"La felicidad es algo que se busca, no que se tiene y es temporal ya que sin momentos de tristeza no existiria la felicidad ",Evaluar cada una de las opciones y escoger la que mejor me convenga dependiendo el caso,"Depende cual suceda pero normalmente seria intentar buscar una solucion, en ser el caso buscar ayuda",Cuando tengo muchas tareas pendientes o cuando la gente actua de maneras poco consideradas desde mi punto de vista,Buscar relajarme y pensar en como podre sobrellevarla 
5/16/2024 9:19:48,X7WQGQMT,23,Femenino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,Cuando estoy pasando tiempo con mi familia o amigos ,Cuando siento que no doy lo suficiente de mi ,Cuando no puedo con las materias,Cuando tengo que hacer cosas y no logro a completarlas en su momento ,La ansiedad ,"Como se puede ser feliz, aun asi estes pasando por tus peores momentos ","1ro tener en cuenta por donde quiero empezar, 2do empezar a hacer las idea ya sea tanto los pro y los contra, 3ro ir haciendo todo el proceso, 4to checar si funciono mi idea si no, solo no estresarme y comenzar de nuevo ",Me angustio mucho,Cuando las cosas no me salen como yo quisiera ,"Tratar de sobre llevarlo, no enfocarme mucho en la situacion"
5/16/2024 9:36:26,BLO78S1C,23,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Santa María Coronango,Cuando estoy en mi casa,Ninguna,Cuando pasó mucho tiempo en la escuela,Cuando tengo muchas tareas pendientes,Estres,Buscar hacer algo que te guste ,Ver lo que pasaría a futuro al tomar esa elección ,Con preocupación,Cuando son finales de semestre ,Trato de tranquilizarme y pensar mejor las cosas 
5/16/2024 9:59:21,8MM32FBW,20,Femenino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Tlaxcala,Tenancingo ,Cuando salgo con mis amigos ,Cuando pienso en mi futuro ,Cuando tengo exámenes o como son las úlimas semanas cuando tengo más tareas ,"Cuando tengo examen, cuando van a entregarme calificaciones ","Dolor de cabeza, ansiedad ",Sugeriría que es un estado de plenitud y satisfacción ,Normalmente pienso mucho las ventajas y desventajas de las opciones para elegir correctamente ,"Me enojo, y me estresó ","Cuando hace calor, cuando tengo miedo de algo ","Lloro, me enojo y hago todo más difícil "
5/16/2024 10:42:34,PYVXS5Y5,21,Femenino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Veracruz,"Orizaba, Ver ","Cuando paso tiempo con mis amigas cercanas viendo peliculas, platicando o saliendo a conocer nuevos lugares, cuando estoy con mis perros, pasando tiempo con mi familia, cuando nado y cuando tengo logros académicos.","Me suelo estresar por la carga de estudio en la universidad, cuando recuerdo a una pareja con la que decidí terminar, o en situaciones que las cosas no salen como esperaba.","Los viernes no tengo mucha energía, y por desvelos constantes estas semanas aún no recupero mi ritmo de sueño.",En las noches ,Algunas veces dolor de cabeza o dificultad para conciliar el sueño ,"La felicidad no es un momento preciso, ni una meta que alcanzar, la felicidad es el dia a día, los momentos y personas que te hacen feliz, pero solo tu eres responsable de tu felicidad, así que búscala a diario.","Evaluar las opciones y ver como me ayudaría esa decisión para el futuro y que tanto cambiaría mi presente, y analizar lo que más bienestar me daría.","Podría decir que en una escala del 1 al 10 estas situaciones me afectan un 5, porque se que son innesperadas y si no hay manera inmediata de resolver, trato de no estrenarme innecesariamente","Cuando tengo algún problema con mi círculo cercano de personas, cuando no logro algo que creía posible.","Evaluó que puedo ser capaz de resolver y lo hago, y si esta fuera de mi alcance busco ayuda "
5/16/2024 11:30:00,DJRCLO8P,22,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,puebla,cuando todo me sale bien ,cuando me siento mal emocionalmente,cuando regreso a casa ,cuando tengo pendientes por resolver o situaciones,ansiedad y preocupacion exagerada,"La felicidad es un estado emocional de sentimientos de alegría, satisfacción, bienestar y plenitud","ver las opciones posibles , comparar la opcion elegida y elegir",con preocupacion ,cuando tengo preciones de todo tipo,"pensar mucho antes de actuar, pero lamentablemente siempre actuo antes de pensar y siempre me ha traido consecuencias negativas"
5/16/2024 12:00:29,ZJWB22YX,24,Femenino,Medio,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Puebla,Puebla,Actualmente lo que me da alegría es estar con mi familia y salir a caminar,Cuando estoy muy estresada,he sentido mucho cansancio en las ultimas semanas,en las tardes,"dolor de cabeza, dolor de estomago y dolor de hombro",familia,"pienso cuales son mis posibles soluciones y sus consecuencias, elijo la mejor y la llevo acabo",Me preocupo mucho y trato de solucionar rapido,"en la escuela, en el trabajo y a veces en casa",Trato de calmarme y pensar las cosas y su posible solucion
5/16/2024 12:53:47,3EAZ56FK,23,Femenino,Medio,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Puebla,Puebla,"Cuando hago actividades que me gustan, como ver series y películas, ejercicio, salir a pasear a mi perro, convivir con mi familia",Cuando pienso en mi futuro,Sólo los días que me levanto muy temprano ,"Cuando no entiendo varias cosas de la universidad, me preocupa que pasara con eso","Ganas de vomitar, inflamación en el estómago ",Tener dinero,Buscar todas las opciones posibles e identificar pros y contras de cada una,Muy estresada,"Cuando hago de comer en mi casa, cuando las cosas no me salen como esperaba y cuando estoy apresurada de tiempo",Sobrepienso mucho las cosas 
5/16/2024 13:11:17,ZT2GVR76,21,Masculino,Bajo,Licenciatura,Ambos,"Comercio y ventas - Vendedores, gerentes de tienda, representantes de atención al cliente, etc.",Puebla,Puebla ,Cuando me felicitan por algún trabajo o actividad que realicé muy bien.,Cuando tengo sentimientos encontrados por alguna persona.,Cuando tengo clases todo el día ademas tengo que trabajar y por ultimo tengo que ir al gimnasio . Ultimamente he tenido bastante trabajo en la escuela.,"Cuando siento que puedo bajar mi rendimiento escolar, mas cuando se que puedo reprobar alguna materia. ","Ocasionalmente me da un Tick en el ojo  cuando estoy preocupado, también dejo de dormir por que sobre pienso mucho las cosas . Y puede que este de mal humor , ya que estoy pensando en como resolver esa situacIón y me empiezo a estresar.","La felicidad , se podría interpretar como el sentirse emocionalmente bien , en un pequeño momento de la vida . Esto significa que puede presentarse en una situación en la que todas tus emociones se combinan entre si . ","Identifica y evalúa alternativas, considera consecuencias, consulta opiniones con otras personas, tomar una decisión.","Reacciono de una manera tranquila , una de mis estrategias para no reaccionar de mala forma , es contar hasta 10 , ademas que siento que hay peores situaciones que esas. ","Principalmente es cuando tengo hambre , una de las cosas que mas emperran es no comer, eso me pone demasiado molesto . ","En una situación difícil principalmente es estar tranquilo , y lo primero que se tiene que hacer es encontrar una solución o posible estrategia para poder minimizar el daño . Después se puede pensar en que lo ocasiono , pero primero deberá de estar en revolver y buscar un culpable ."
5/16/2024 13:25:14,614O6Y4I,25,Masculino,Medio,Bachillerato,Estudiando,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Soltepec,Ejerciendo deporte o estando con seres queridos.,En situaciones de desesperacion o no ver algo claro en mis objetivos,En momentos donde invierto tiempo en actividades extraordinarias.,En situaciones de peligro o momentos donde hay presion externa.,"Escalofrios, dolor de estomago",El camino de la vida desde un enfoque espiritual buscando internamente satisfaccion personal y comunitaria.,"Prioridad, resultado, recursos disponibles, tiempo invertido ","Cuando no hay presion, se tiende a buscar soluciones sin recurrir a la frustracion. Pero con presion ya sea por puntualidad o comunicacion llega la desesperacion.",Con el entorno social ya que los comportamientos de la gente o las  condiciones materiales disponibles no son de calidad.,Evaluar cada situacion en cuanto a su impacto en mis responsabilidades y lograr mi control emocional.
5/16/2024 13:45:24,14XGFLGK,22,Femenino,Medio,Licenciatura,Estudiando,"Autoempleo - Emprendedores, freelance, etc.",Puebla,Puebla,"Cuando alcanzo mis metas, pero sobre todo la comida. Ultimamente me gusta mucho hacer de comer o realizar postres, o tambien escuchar mi musica favorita y cantarla muy fuerte. Me senti muy feliz el dia de ayer que asisti a un concierto, pero sobre todo con lo que màs me he sentido feliz es  tener la satisfaccion de contar con una increible familia. ","Cuando recuerdo a mis seres queridos que ya no estan conmigo, en estos dias fue el cumpleaños de uno de ellos y me hizo recordar lo valioso que son las personas. ",No he estado durmiendo bien debido a que los trabajos de la escuela los deje hasta el final y ultimamente me siento cansada.,"Me preocupa no terminar a tiempo los proyectos de la escuela , en pensar  que voy a hacer al terminar la carrera o si voy a realizar la tesis o graduarme por promedio, y saber que ya debo de decidir para empezar a realizar la tesis. ","Cansancio,dolor de cabeza, estres, fatiga y a veces mareo.",Definiria a la felicidad como los momentos increibles que pasas a lo largo de tu dia.Aquellos que te preovocan una sensación de alegría. ,"Analizaria la situacion, redactaria una lista de las posibles consecuencias positivas o negativas y llegaria a una conclusión. ","A veces recciono de forma estresada, pero trato de ver el lado positivo de la situación y saber que solo es un acontecimiento temporal.","Cuando las cosas no salen como las planeaba, suelo ser metodica en cada una de las acciones que realizo y si no es lo que esperaba, me molesto. Cuando tengo pendientes que realizar, siento que no avanzo y cuando me da hambre.",Trato de respirar fuertemente y pensar en cosas positivas. Para tener el valor de afrontar las situaciones que se me presenten de manera tranquila.
5/16/2024 13:54:46,CKOKU9P4,20,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Tlaxcala,Contla de juan cuamatzi ,"Cuando como mis comidas favoritas, logro una meta que he planteado con tiempo, o cuando juego algún juego y gano la partida ",Cuando recuerdo el fallecimiento de un ser querido ,Al desvamelarme frecuentemente o algunos proyectos de la universidad ,Al no saber que vendra en el futuro o al sentir incertidumbre de que estoy haciendo en mi vida ,Me siento con demasiado estrés y me duele la cabeza o también irritado o mal humor,Tener buenas momentos en los que tu recuerdes en los que te la pasaste increíble o tener todo resultó como querías ya que la tranquilidad también se podría resultar como felicidad o tener todo lo que quieres ,Pensar que debo hacer primero y como seguir para lograr mi meta a futuro para terminarlo y tratar de que todo salga como es debido ,"Frustrado pero en el fondo se que fue mi culpa en algunas situaciones, y después ver como solucionar el problema que se me presenta ",Que algo no saliera como esperaba o que no pueda lograr algo ,Pienso que es lo primero que podria hacer para solucionarlo y busco la manera de lograrlo 
5/16/2024 16:56:55,BGD4M2IP,20,Masculino,Bajo,Licenciatura,Estudiando,"Autoempleo - Emprendedores, freelance, etc.",Puebla,Amozoc ,"Jugando fútbol, cuando me va bien en el trabajo ",Problemas familiares ,En nada ,Calificaciones,Ansiedad y Nerviosismo,Tranquilidad y paz,"Analizar la situacion  , hacer balance de ventajas y desventajas ",busco soluciones para que el problema me afecte lo menos posible o nulo,Cuando no tengo el control absoluto de lo que quiero,"Calmarme , ver la situacion desde otro punto de vista y tratar de tomar las decisiones sin tomar en cuenta las emociones del momento"
5/16/2024 16:57:14,KGOL6JXH,25,Masculino,Medio,Licenciatura,Ambos,"Autoempleo - Emprendedores, freelance, etc.",Puebla,Zongozotla,Cuando gano una apuesta,Al sentir que no soy capaz de realizar ciertas cosas,Al final del dia,Cuando no logro llegar a los objetivos que tenía planeados,"Estres, dolor de cabeza, cansancio","no la busquemos, creemosla","respirar, analizar, y ejecutar","trato de en lo mayor posible, mantener la calma",cuando algo no sale como lo esperado,analizo a fondo la situación
